scalar,2,3,-1,1,-1,-0.5,-1,-1,1,1,1,-2,,,,,,,,,,,,,rand scalar,1,scalar,200,,Base Ticket Price,60,
11/30/2013,0,1,1,25,0,0.05,3,Fog-Snow,14,5,-4,100,,0,3,-1, 0.27 , 1.05 , 0.20 , 0.42 ,-2.00 ,-1.09 ,-1.30 ,,-0.45 ,0.9134158536, 0.46 ," 2,092 ",,0,60," 125,520 "
12/1/2013,0,1,1,24,17,0.1,8,Fog-Snow,21,16,10,100,,0,3,-1, 0.22 , 0.32 , 0.15 ,-1.46 ,-2.00 ,-0.54 ,-1.30 ,,-2.62 ,0.9599697087,-1.66 ," 1,668 ",,0,60," 100,080 "
12/2/2013,0,0,1,24,17,0.04,7,Fog-Snow,24,22,19,100,,0,0,-1, 0.22 , 0.32 , 0.22 ,-1.08 ,-2.00 ,-0.24 ,-1.30 ,,-4.88 ,0.6633531256,-4.21 ," 1,157 ",,0,60," 69,420 "
12/3/2013,0,0,1,24,17,0.1,2,Fog-Snow,26,19,10,100,,0,0,-1, 0.22 , 0.32 , 0.15 , 0.79 ,-2.00 ,-0.39 ,-1.30 ,,-3.22 ,0.3654613052,-2.85 ," 1,429 ",,0,60," 85,740 "
12/4/2013,0,0,1,24,17,0.08,2,Fog-Snow,28,18,10,100,,0,0,-1, 0.22 , 0.32 , 0.17 , 0.79 ,-2.00 ,-0.44 ,-1.30 ,,-3.25 ,0.6672168735,-2.58 ," 1,484 ",,0,60," 89,040 "
12/5/2013,0,0,1,24,17,0.13,6,Fog-Rain,39,32,26,50,,0,0,-1, 0.22 , 0.32 , 0.11 ,-0.71 ,-3.00 , 0.26 , 3.38 ,,-0.42 ,0.6191495738, 0.20 ," 2,039 ",,0,60," 122,340 "
12/6/2013,0,1,1,24,17,0.1,7,Fog-Rain-Snow,37,24,8,100,,0,3,-1, 0.22 , 0.32 , 0.15 ,-1.08 ,-3.00 ,-0.14 ,-1.30 ,,-2.85 ,0.267987374,-2.58 ," 1,484 ",,0,60," 89,040 "
12/7/2013,0,1,1,24,17,0.03,8,Fog-Snow,10,3,-4,100,,0,3,-1, 0.22 , 0.32 , 0.23 ,-1.46 ,-2.00 ,-1.19 ,-1.30 ,,-3.19 ,0.7541712476,-2.43 ," 1,513 ",,0,60," 90,780 "
12/8/2013,0,1,1,31,13,0,7,Fog,12,2,-5,100,,0,3,-1, 0.58 , 0.49 , 0.26 ,-1.08 ,-1.00 ,-1.24 ,-1.30 ,,-1.29 ,0.1025775694,-1.19 ," 1,763 ",,0,60," 105,780 "
12/9/2013,0,0,1,31,13,0.39,8,Fog-Snow,19,10,1,100,,0,0,-1, 0.58 , 0.49 ,-0.19 ,-1.46 ,-2.00 ,-0.84 ,-1.30 ,,-5.72 ,0.4154611879,-5.30 , 939 ,,0,60," 56,340 "
12/10/2013,0,0,1,31,13,0.12,0,Fog-Snow,14,4,-5,100,,0,0,-1, 0.58 , 0.49 , 0.12 , 1.54 ,-2.00 ,-1.14 ,-1.30 ,,-2.70 ,0.5933760619,-2.11 ," 1,579 ",,0,60," 94,740 "
12/11/2013,0,0,1,31,13,0.51,0,Fog-Snow,-2,-6,-11,100,,0,0,-1, 0.58 , 0.49 ,-0.33 , 1.54 ,-2.00 ,-1.64 ,-1.30 ,,-3.65 ,0.6254638615,-3.03 ," 1,395 ",,0,60," 83,700 "
12/12/2013,0,0,1,31,13,0.06,3,Fog-Snow,-11,-16,-20,50,,0,0,-1, 0.58 , 0.49 , 0.19 , 0.42 ,-2.00 ,-2.14 , 3.38 ,,-0.07 ,0.7455036216, 0.68 ," 2,136 ",,0,60," 128,160 "
12/13/2013,0,1,1,31,13,0.19,0,Fog-Snow,-9,-16,-22,100,,0,3,-1, 0.58 , 0.49 , 0.04 , 1.54 ,-2.00 ,-2.14 ,-1.30 ,,-0.78 ,0.6512420932,-0.13 ," 1,975 ",,0,60," 118,500 "
12/14/2013,0,1,1,31,13,0.08,5,Fog-Snow,6,-6,-18,100,,0,3,-1, 0.58 , 0.49 , 0.17 ,-0.33 ,-2.00 ,-1.64 ,-1.30 ,,-2.03 ,0.4290088227,-1.60 ," 1,680 ",,0,60," 100,800 "
12/15/2013,0,1,1,38,17,1.43,0,Fog-Snow,21,8,-4,100,,0,3,-1, 0.95 , 0.32 ,-1.40 , 1.54 ,-2.00 ,-0.94 ,-1.30 ,,-0.83 ,0.7377916828,-0.09 ," 1,982 ",,0,60," 118,920 "
12/16/2013,0,0,1,38,17,0.04,0,Fog-Snow,-2,-9,-16,100,,0,0,-1, 0.95 , 0.32 , 0.22 , 1.54 ,-2.00 ,-1.79 ,-1.30 ,,-3.06 ,0.4056842898,-2.65 ," 1,470 ",,0,60," 88,200 "
12/17/2013,0,0,1,38,17,0.06,2,Fog-Snow,10,2,-7,100,,0,0,-1, 0.95 , 0.32 , 0.19 , 0.79 ,-2.00 ,-1.24 ,-1.30 ,,-3.28 ,0.8007719594,-2.48 ," 1,503 ",,0,60," 90,180 "
12/18/2013,0,0,1,38,17,0.09,5,Fog-Snow,10,5,0,100,,0,0,-1, 0.95 , 0.32 , 0.16 ,-0.33 ,-2.00 ,-1.09 ,-1.30 ,,-4.30 ,0.1989182082,-4.10 ," 1,181 ",,0,60," 70,860 "
12/19/2013,0,0,1,38,17,0.03,0,Fog-Snow,12,6,1,50,,0,0,-1, 0.95 , 0.32 , 0.23 , 1.54 ,-2.00 ,-1.04 , 3.38 ,, 2.39 ,0.2970123556, 2.68 ," 2,537 ",,0,60," 152,220 "
12/20/2013,0,1,1,38,17,0.05,8,Fog-Rain-Snow,30,21,12,100,,0,3,-1, 0.95 , 0.32 , 0.20 ,-1.46 ,-3.00 ,-0.29 ,-1.30 ,,-2.58 ,0.4702751471,-2.11 ," 1,578 ",,0,60," 94,680 "
12/21/2013,0,1,1,38,17,0.69,0,Fog-Rain,37,34,30,100,,0,3,-1, 0.95 , 0.32 ,-0.54 , 1.54 ,-3.00 , 0.36 ,-1.30 ,, 0.33 ,0.6881146503, 1.02 ," 2,203 ",,0,60," 132,180 "
12/22/2013,0,1,1,55,22,0.27,8,Fog-Rain,44,40,37,100,,0,3,-1, 1.85 , 0.10 ,-0.05 ,-1.46 ,-3.00 , 0.65 ,-1.30 ,,-1.21 ,0.7405431219,-0.47 ," 1,907 ",,0,60," 114,420 "
12/23/2013,0,0,1,55,22,0.54,0,Fog-Rain-Snow,35,22,8,100,,0,0,-1, 1.85 , 0.10 ,-0.37 , 1.54 ,-3.00 ,-0.24 ,-1.30 ,,-2.42 ,0.8540858184,-1.56 ," 1,688 ",,0,60," 101,280 "
12/24/2013,0,0,1,55,22,0,4,Fog,6,-4,-14,100,,0,0,-1, 1.85 , 0.10 , 0.26 , 0.04 ,-1.00 ,-1.54 ,-1.30 ,,-2.58 ,0.8446535103,-1.74 ," 1,652 ",,0,60," 99,120 "
12/25/2013,0,0,1,55,22,0,1,Fog,6,-10,-20,100,,0,0,-1, 1.85 , 0.10 , 0.26 , 1.17 ,-1.00 ,-1.84 ,-1.30 ,,-1.76 ,0.7137801149,-1.04 ," 1,791 ",,0,60," 107,460 "
12/26/2013,0,0,1,55,22,0.42,0,Fog-Snow,8,4,0,50,,0,0,-1, 1.85 , 0.10 ,-0.23 , 1.54 ,-2.00 ,-1.14 , 3.38 ,, 2.51 ,0.1759905647, 2.69 ," 2,538 ",,0,60," 152,280 "
12/27/2013,0,1,1,55,22,0.18,0,Fog-Snow,3,2,1,100,,0,3,-1, 1.85 , 0.10 , 0.05 , 1.54 ,-2.00 ,-1.24 ,-1.30 ,, 1.01 ,0.8856156638, 1.89 ," 2,379 ",,0,60," 142,740 "
12/28/2013,0,1,1,55,22,0.03,3,Fog-Snow,17,12,6,100,,0,3,-1, 1.85 , 0.10 , 0.23 , 0.42 ,-2.00 ,-0.74 ,-1.30 ,, 0.55 ,0.4228896659, 0.98 ," 2,195 ",,0,60," 131,700 "
12/29/2013,0,1,1,70,16,1.21,8,Fog-Snow,28,22,17,100,,0,3,-1, 2.63 , 0.36 ,-1.15 ,-1.46 ,-2.00 ,-0.24 ,-1.30 ,,-1.15 ,0.5132407951,-0.64 ," 1,872 ",,0,60," 112,320 "
12/30/2013,0,0,1,70,16,0.07,2,Fog-Snow,21,4,-13,100,,0,0,-1, 2.63 , 0.36 , 0.18 , 0.79 ,-2.00 ,-1.14 ,-1.30 ,,-1.47 ,0.8921618199,-0.58 ," 1,885 ",,0,60," 113,100 "
12/31/2013,0,0,1,70,16,0.22,7,Fog-Snow,0,-4,-11,100,,0,0,-1, 2.63 , 0.36 , 0.01 ,-1.08 ,-2.00 ,-1.54 ,-1.30 ,,-3.92 ,0.8381793799,-3.08 ," 1,384 ",,0,60," 83,040 "
1/1/2014,0,0,1,70,16,0.06,8,Fog-Snow,-11,-14,-16,100,,0,0,-1, 2.63 , 0.36 , 0.19 ,-1.46 ,-2.00 ,-2.04 ,-1.30 ,,-4.61 ,0.7786254026,-3.83 ," 1,234 ",,0,60," 74,040 "
1/2/2014,0,0,1,70,16,0.17,8,Fog-Snow,3,-5,-13,50,,0,0,-1, 2.63 , 0.36 , 0.06 ,-1.46 ,-2.00 ,-1.59 , 3.38 ,, 0.40 ,0.0266115621, 0.42 ," 2,085 ",,0,60," 125,100 "
1/3/2014,0,1,1,70,16,0.19,4,Fog-Snow,1,-8,-16,100,,0,3,-1, 2.63 , 0.36 , 0.04 , 0.04 ,-2.00 ,-1.74 ,-1.30 ,, 0.04 ,0.6258981847, 0.67 ," 2,134 ",,0,60," 128,040 "
1/4/2014,0,1,1,70,16,0,3,0,17,5,-7,100,,0,3,-1, 2.63 , 0.36 , 0.26 , 0.42 , -   ,-1.09 ,-1.30 ,, 3.29 ,0.990979651, 4.28 ," 2,855 ",,0,60," 171,300 "
1/5/2014,0,1,1,47,18,0,6,Fog-Rain-Snow,28,16,3,100,,0,3,-1, 1.42 , 0.28 , 0.26 ,-0.71 ,-3.00 ,-0.54 ,-1.30 ,,-1.59 ,0.3578468231,-1.23 ," 1,754 ",,0,60," 105,240 "
1/6/2014,0,0,1,47,18,1.07,0,Fog-Rain-Snow,37,18,-2,100,,0,0,-1, 1.42 , 0.28 ,-0.98 , 1.54 ,-3.00 ,-0.44 ,-1.30 ,,-3.48 ,0.7921819992,-2.69 ," 1,462 ",,0,60," 87,720 "
1/7/2014,0,0,1,47,18,0.17,0,Fog-Snow,-2,-12,-23,100,,0,0,-1, 1.42 , 0.28 , 0.06 , 1.54 ,-2.00 ,-1.94 ,-1.30 ,,-2.93 ,0.7363527832,-2.19 ," 1,562 ",,0,60," 93,720 "
1/8/2014,0,0,1,47,18,0,1,Fog-Snow,-7,-14,-22,100,,0,0,-1, 1.42 , 0.28 , 0.26 , 1.17 ,-2.00 ,-2.04 ,-1.30 ,,-3.21 ,0.3662851986,-2.84 ," 1,432 ",,0,60," 85,920 "
1/9/2014,0,0,1,47,18,0,2,Fog,10,0,-11,50,,0,0,-1, 1.42 , 0.28 , 0.26 , 0.79 ,-1.00 ,-1.34 , 3.38 ,, 2.80 ,0.8238699432, 3.63 ," 2,725 ",,0,60," 163,500 "
1/10/2014,0,1,1,47,18,0.07,5,Fog-Snow,23,14,6,100,,0,3,-1, 1.42 , 0.28 , 0.18 ,-0.33 ,-2.00 ,-0.64 ,-1.30 ,,-0.39 ,0.146654767,-0.25 ," 1,951 ",,0,60," 117,060 "
1/11/2014,0,1,1,47,18,1.24,8,Fog-Rain-Snow,39,31,23,100,,0,3,-1, 1.42 , 0.28 ,-1.18 ,-1.46 ,-3.00 , 0.21 ,-1.30 ,,-3.03 ,0.2998154922,-2.73 ," 1,453 ",,0,60," 87,180 "
1/12/2014,0,1,1,43,30,0.2,0,Fog-Snow,32,21,10,100,,0,3,-1, 1.21 ,-0.24 , 0.03 , 1.54 ,-2.00 ,-0.29 ,-1.30 ,, 0.96 ,0.3261424482, 1.28 ," 2,257 ",,0,60," 135,420 "
1/13/2014,0,0,1,43,30,0,5,Fog-Snow,33,22,10,100,,0,0,-1, 1.21 ,-0.24 , 0.26 ,-0.33 ,-2.00 ,-0.24 ,-1.30 ,,-3.64 ,0.5241224039,-3.11 ," 1,377 ",,0,60," 82,620 "
1/14/2014,0,0,1,43,30,0.84,8,Fog-Snow,30,26,17,100,,0,0,-1, 1.21 ,-0.24 ,-0.72 ,-1.46 ,-2.00 ,-0.04 ,-1.30 ,,-5.54 ,0.0314251243,-5.51 , 898 ,,0,60," 53,880 "
1/15/2014,0,0,1,43,30,0.02,3,Fog-Snow,23,19,15,100,,0,0,-1, 1.21 ,-0.24 , 0.24 , 0.42 ,-2.00 ,-0.39 ,-1.30 ,,-3.06 ,0.5939174336,-2.47 ," 1,507 ",,0,60," 90,420 "
1/16/2014,0,0,1,43,30,0.04,8,Fog-Snow,21,18,15,50,,0,0,-1, 1.21 ,-0.24 , 0.22 ,-1.46 ,-2.00 ,-0.44 , 3.38 ,,-0.33 ,0.5617040026, 0.24 ," 2,047 ",,0,60," 122,820 "
1/17/2014,0,1,1,43,30,0.01,5,Fog-Snow,17,12,8,100,,0,3,-1, 1.21 ,-0.24 , 0.25 ,-0.33 ,-2.00 ,-0.74 ,-1.30 ,,-1.15 ,0.5740930364,-0.57 ," 1,885 ",,0,60," 113,100 "
1/18/2014,0,1,1,43,30,0.03,7,Fog-Snow,15,12,8,100,,0,3,-1, 1.21 ,-0.24 , 0.23 ,-1.08 ,-2.00 ,-0.74 ,-1.30 ,,-1.92 ,0.5351095819,-1.39 ," 1,723 ",,0,60," 103,380 "
1/19/2014,0,1,1,51,19,0.13,7,Fog-Snow,10,6,1,100,,0,3,-1, 1.64 , 0.23 , 0.11 ,-1.08 ,-2.00 ,-1.04 ,-1.30 ,,-1.45 ,0.8912578241,-0.55 ," 1,889 ",,0,60," 113,340 "
1/20/2014,0,0,1,51,19,0.11,0,Fog-Snow,6,-8,-23,100,,0,0,-1, 1.64 , 0.23 , 0.13 , 1.54 ,-2.00 ,-1.74 ,-1.30 ,,-2.49 ,0.1177355456,-2.37 ," 1,525 ",,0,60," 91,500 "
1/21/2014,0,0,1,51,19,0,6,Fog,-4,-14,-23,100,,0,0,-1, 1.64 , 0.23 , 0.26 ,-0.71 ,-1.00 ,-2.04 ,-1.30 ,,-3.91 ,0.9290283897,-2.99 ," 1,403 ",,0,60," 84,180 "
1/22/2014,0,0,1,51,19,0,4,Fog,0,-6,-11,100,,0,0,-1, 1.64 , 0.23 , 0.26 , 0.04 ,-1.00 ,-1.64 ,-1.30 ,,-2.77 ,0.3741716202,-2.39 ," 1,522 ",,0,60," 91,320 "
1/23/2014,0,0,1,51,19,0,4,Fog-Snow,-7,-14,-20,50,,0,0,-1, 1.64 , 0.23 , 0.26 , 0.04 ,-2.00 ,-2.04 , 3.38 ,, 0.52 ,0.9130431635, 1.43 ," 2,287 ",,0,60," 137,220 "
1/24/2014,0,1,1,51,19,0,2,Fog,-2,-14,-18,100,,0,3,-1, 1.64 , 0.23 , 0.26 , 0.79 ,-1.00 ,-2.04 ,-1.30 ,, 0.59 ,0.3104963033, 0.90 ," 2,179 ",,0,60," 130,740 "
1/25/2014,0,1,1,51,19,0.13,8,Fog-Snow,1,-2,-5,100,,0,3,-1, 1.64 , 0.23 , 0.11 ,-1.46 ,-2.00 ,-1.44 ,-1.30 ,,-2.22 ,0.0231344204,-2.20 ," 1,561 ",,0,60," 93,660 "
1/26/2014,0,1,1,42,14,0.14,6,Fog-Snow,-4,-14,-25,100,,0,3,-1, 1.16 , 0.45 , 0.10 ,-0.71 ,-2.00 ,-2.04 ,-1.30 ,,-2.34 ,0.0294925463,-2.31 ," 1,539 ",,0,60," 92,340 "
1/27/2014,0,0,1,42,14,0.13,6,Fog-Snow,19,2,-16,100,,0,0,-1, 1.16 , 0.45 , 0.11 ,-0.71 ,-2.00 ,-1.24 ,-1.30 ,,-4.53 ,0.9838123075,-3.54 ," 1,291 ",,0,60," 77,460 "
1/28/2014,0,0,1,42,14,0,5,Fog-Snow,-13,-18,-22,100,,0,0,-1, 1.16 , 0.45 , 0.26 ,-0.33 ,-2.00 ,-2.24 ,-1.30 ,,-5.00 ,0.9445995833,-4.05 ," 1,189 ",,0,60," 71,340 "
1/29/2014,0,0,1,42,14,0,3,Fog,-7,-10,-14,100,,0,0,-1, 1.16 , 0.45 , 0.26 , 0.42 ,-1.00 ,-1.84 ,-1.30 ,,-2.85 ,0.998365443,-1.85 ," 1,630 ",,0,60," 97,800 "
1/30/2014,0,0,1,42,14,0,4,Fog,10,-2,-14,50,,0,0,-1, 1.16 , 0.45 , 0.26 , 0.04 ,-1.00 ,-1.44 , 3.38 ,, 1.86 ,0.9547147916, 2.82 ," 2,563 ",,0,60," 153,780 "
1/31/2014,0,1,1,42,14,0,7,Fog,12,8,3,100,,0,3,-1, 1.16 , 0.45 , 0.26 ,-1.08 ,-1.00 ,-0.94 ,-1.30 ,,-0.45 ,0.4098091398,-0.04 ," 1,991 ",,0,60," 119,460 "
2/1/2014,0,1,1,42,14,0.13,5,Fog-Snow,17,11,5,20,,0,3,-1, 1.16 , 0.45 , 0.11 ,-0.33 ,-2.00 ,-0.79 , 6.20 ,, 6.79 ,0.1516285902, 6.94 ," 3,389 ",,0,60," 203,340 "
2/2/2014,0,1,1,58,14,0.1,0,Fog-Snow,21,14,5,20,,0,3,-1, 2.00 , 0.45 , 0.15 , 1.54 ,-2.00 ,-0.64 , 6.20 ,, 9.70 ,0.5985779844, 10.29 ," 4,059 ",,0,60," 243,540 "
2/3/2014,0,0,1,58,14,0,5,Fog-Snow,10,6,1,20,,0,0,-1, 2.00 , 0.45 , 0.26 ,-0.33 ,-2.00 ,-1.04 , 6.20 ,, 4.54 ,0.8588724863, 5.40 ," 3,079 ",,0,60," 184,740 "
2/4/2014,0,0,1,58,14,0,4,0,10,8,5,20,,0,0,-1, 2.00 , 0.45 , 0.26 , 0.04 , -   ,-0.94 , 6.20 ,, 7.01 ,0.1642042396, 7.18 ," 3,435 ",,0,60," 206,100 "
2/5/2014,0,0,1,58,14,0.52,8,Fog-Snow,14,8,1,20,,0,0,-1, 2.00 , 0.45 ,-0.34 ,-1.46 ,-2.00 ,-0.94 , 6.20 ,, 2.90 ,0.020473782, 2.92 ," 2,585 ",,0,60," 155,100 "
2/6/2014,0,0,1,58,14,0,4,Fog-Snow,5,-1,-7,20,,0,0,-1, 2.00 , 0.45 , 0.26 , 0.04 ,-2.00 ,-1.39 , 6.20 ,, 4.56 ,0.8325314804, 5.40 ," 3,079 ",,0,60," 184,740 "
2/7/2014,0,1,1,58,14,0.01,0,Fog-Snow,-2,-6,-9,20,,0,3,-1, 2.00 , 0.45 , 0.25 , 1.54 ,-2.00 ,-1.64 , 6.20 ,, 8.80 ,0.7685729975, 9.57 ," 3,915 ",,0,60," 234,900 "
2/8/2014,0,1,1,58,14,0,4,Fog-Snow,1,-6,-11,20,,0,3,-1, 2.00 , 0.45 , 0.26 , 0.04 ,-2.00 ,-1.64 , 6.20 ,, 7.31 ,0.812148246, 8.13 ," 3,625 ",,0,60," 217,500 "
2/9/2014,0,1,1,100,19,0.03,5,Fog-Snow,1,0,-2,20,,0,3,-1, 4.21 , 0.23 , 0.23 ,-0.33 ,-2.00 ,-1.34 , 6.20 ,, 9.20 ,0.4540615804, 9.65 ," 3,930 ",,0,60," 235,800 "
2/10/2014,0,0,1,100,19,0.05,6,Fog-Snow,-2,-8,-13,20,,0,0,-1, 4.21 , 0.23 , 0.20 ,-0.71 ,-2.00 ,-1.74 , 6.20 ,, 5.40 ,0.3691198728, 5.77 ," 3,154 ",,0,60," 189,240 "
2/11/2014,0,0,1,100,19,0,0,Fog-Snow,-9,-14,-20,20,,0,0,-1, 4.21 , 0.23 , 0.26 , 1.54 ,-2.00 ,-2.04 , 6.20 ,, 7.41 ,0.4973790299, 7.91 ," 3,582 ",,0,60," 214,920 "
2/12/2014,0,0,1,100,19,0,2,0,10,0,-9,20,,0,0,-1, 4.21 , 0.23 , 0.26 , 0.79 , -   ,-1.34 , 6.20 ,, 9.36 ,0.584341391, 9.94 ," 3,989 ",,0,60," 239,340 "
2/13/2014,0,0,1,100,19,0.83,8,Fog-Snow,19,12,6,20,,0,0,-1, 4.21 , 0.23 ,-0.70 ,-1.46 ,-2.00 ,-0.74 , 6.20 ,, 4.74 ,0.3684248857, 5.11 ," 3,021 ",,0,60," 181,260 "
2/14/2014,0,1,1,100,19,1.1,0,Fog-Snow,17,8,0,100,,0,3,-1, 4.21 , 0.23 ,-1.02 , 1.54 ,-2.00 ,-0.94 ,-1.30 ,, 2.73 ,0.3316444387, 3.06 ," 2,613 ",,0,60," 156,780 "
2/15/2014,0,1,1,100,19,0.14,7,Fog-Snow,17,11,3,100,,0,3,-1, 4.21 , 0.23 , 0.10 ,-1.08 ,-2.00 ,-0.79 ,-1.30 ,, 1.37 ,0.2972442396, 1.67 ," 2,333 ",,0,60," 139,980 "
2/16/2014,0,1,1,93,28,0,2,Fog-Snow,1,-6,-14,100,,0,3,-1, 3.84 ,-0.15 , 0.26 , 0.79 ,-2.00 ,-1.64 ,-1.30 ,, 1.81 ,0.8175644651, 2.63 ," 2,525 ",,0,60," 151,500 "
2/17/2014,0,0,1,93,28,0,1,Fog,17,-1,-16,100,,0,0,-1, 3.84 ,-0.15 , 0.26 , 1.17 ,-1.00 ,-1.39 ,-1.30 ,, 0.43 ,0.4656300675, 0.90 ," 2,180 ",,0,60," 130,800 "
2/18/2014,0,0,1,93,28,0.31,6,Fog-Snow,14,8,3,100,,0,0,-1, 3.84 ,-0.15 ,-0.10 ,-0.71 ,-2.00 ,-0.94 ,-1.30 ,,-2.36 ,0.2463368885,-2.11 ," 1,578 ",,0,60," 94,680 "
2/19/2014,0,0,1,93,28,0.39,6,Fog-Snow,23,16,8,100,,0,0,-1, 3.84 ,-0.15 ,-0.19 ,-0.71 ,-2.00 ,-0.54 ,-1.30 ,,-2.05 ,0.7466353797,-1.30 ," 1,739 ",,0,60," 104,340 "
2/20/2014,0,0,1,93,28,0.32,7,Fog-Snow,21,14,8,50,,0,0,-1, 3.84 ,-0.15 ,-0.11 ,-1.08 ,-2.00 ,-0.64 , 3.38 ,, 2.24 ,0.6716080301, 2.91 ," 2,582 ",,0,60," 154,920 "
2/21/2014,0,1,1,93,28,0.17,0,Fog-Rain-Snow,32,24,15,100,,0,3,-1, 3.84 ,-0.15 , 0.06 , 1.54 ,-3.00 ,-0.14 ,-1.30 ,, 2.86 ,0.843508295, 3.70 ," 2,740 ",,0,60," 164,400 "
2/22/2014,0,0,1,93,28,0.02,4,Fog-Snow,15,12,10,100,,0,0,-1, 3.84 ,-0.15 , 0.24 , 0.04 ,-2.00 ,-0.74 ,-1.30 ,,-1.07 ,0.5033027404,-0.57 ," 1,887 ",,0,60," 113,220 "
2/23/2014,0,0,1,47,23,0,6,0,15,12,8,100,,0,0,-1, 1.42 , 0.06 , 0.26 ,-0.71 , -   ,-0.74 ,-1.30 ,,-2.00 ,0.6073355074,-1.39 ," 1,721 ",,0,60," 103,260 "
2/24/2014,0,0,1,47,23,0.07,7,Fog-Snow,6,-2,-11,100,,0,0,-1, 1.42 , 0.06 , 0.18 ,-1.08 ,-2.00 ,-1.44 ,-1.30 ,,-5.16 ,0.1706903083,-4.99 ," 1,003 ",,0,60," 60,180 "
2/25/2014,0,0,1,47,23,0.1,6,Fog-Snow,-7,-10,-14,100,,0,0,-1, 1.42 , 0.06 , 0.15 ,-0.71 ,-2.00 ,-1.84 ,-1.30 ,,-5.21 ,0.814742442,-4.40 ," 1,120 ",,0,60," 67,200 "
2/26/2014,0,0,1,47,23,0.16,3,Fog-Snow,-4,-10,-16,100,,0,0,-1, 1.42 , 0.06 , 0.08 , 0.42 ,-2.00 ,-1.84 ,-1.30 ,,-4.16 ,0.4213137347,-3.74 ," 1,253 ",,0,60," 75,180 "
2/27/2014,0,0,1,47,23,0.09,7,Fog-Snow,-7,-12,-16,50,,0,0,-1, 1.42 , 0.06 , 0.16 ,-1.08 ,-2.00 ,-1.94 , 3.38 ,,-0.99 ,0.6213570947,-0.37 ," 1,926 ",,0,60," 115,560 "
2/28/2014,0,0,1,47,23,0,1,Fog-Snow,-4,-13,-22,100,,0,0,-1, 1.42 , 0.06 , 0.26 , 1.17 ,-2.00 ,-1.99 ,-1.30 ,,-3.37 ,0.181742711,-3.19 ," 1,362 ",,0,60," 81,720 "
3/1/2014,1,0,1,47,23,0,5,0,10,2,-5,100,,2,0,-1, 1.42 , 0.06 , 0.26 ,-0.33 , -   ,-1.24 ,-1.30 ,,-0.12 ,0.584807646, 0.46 ," 2,092 ",,0.3,42," 87,864 "
3/2/2014,1,0,1,36,22,0.04,8,Fog-Snow,6,-2,-13,100,,2,0,-1, 0.85 , 0.10 , 0.22 ,-1.46 ,-2.00 ,-1.44 ,-1.30 ,,-4.03 ,0.9623647768,-3.07 ," 1,386 ",,0.3,42," 58,212 "
3/3/2014,1,0,1,36,22,0,2,Fog,-5,-12,-18,100,,2,0,-1, 0.85 , 0.10 , 0.26 , 0.79 ,-1.00 ,-1.94 ,-1.30 ,,-1.23 ,0.7019264817,-0.53 ," 1,894 ",,0.3,42," 79,548 "
3/4/2014,1,0,1,36,22,0,3,Fog-Snow,-4,-8,-11,100,,2,0,-1, 0.85 , 0.10 , 0.26 , 0.42 ,-2.00 ,-1.74 ,-1.30 ,,-2.41 ,0.7590230375,-1.65 ," 1,670 ",,0.3,42," 70,140 "
3/5/2014,1,0,1,36,22,0.14,3,Fog-Snow,0,-6,-13,100,,2,0,-1, 0.85 , 0.10 , 0.10 , 0.42 ,-2.00 ,-1.64 ,-1.30 ,,-2.47 ,0.2147159148,-2.26 ," 1,549 ",,0.3,42," 65,058 "
3/6/2014,1,0,1,36,22,0,0,0,8,-2,-9,50,,2,0,-1, 0.85 , 0.10 , 0.26 , 1.54 , -   ,-1.44 , 3.38 ,, 5.70 ,0.3710487485, 6.07 ," 3,215 ",,0.3,42," 135,030 "
3/7/2014,1,0,1,36,22,0,3,Fog,21,16,10,100,,2,0,-1, 0.85 , 0.10 , 0.26 , 0.42 ,-1.00 ,-0.54 ,-1.30 ,,-0.21 ,0.5921372275, 0.38 ," 2,076 ",,0.3,42," 87,192 "
3/8/2014,1,0,1,36,22,0.02,6,Fog-Snow,21,11,1,100,,2,0,-1, 0.85 , 0.10 , 0.24 ,-0.71 ,-2.00 ,-0.79 ,-1.30 ,,-2.61 ,0.8717153734,-1.74 ," 1,652 ",,0.3,42," 69,384 "
3/9/2014,1,0,1,26,15,0.07,4,Fog-Snow,8,2,-4,100,,2,0,-1, 0.32 , 0.40 , 0.18 , 0.04 ,-2.00 ,-1.24 ,-1.30 ,,-2.59 ,0.3496406546,-2.24 ," 1,552 ",,0.3,42," 65,184 "
3/10/2014,1,0,1,26,15,0.14,0,Fog-Snow,14,6,-2,100,,2,0,-1, 0.32 , 0.40 , 0.10 , 1.54 ,-2.00 ,-1.04 ,-1.30 ,,-0.97 ,0.0336845121,-0.94 ," 1,812 ",,0.3,42," 76,104 "
3/11/2014,0,0,1,26,15,0.14,0,Fog-Snow,19,16,14,100,,0,0,-1, 0.32 , 0.40 , 0.10 , 1.54 ,-2.00 ,-0.54 ,-1.30 ,,-2.47 ,0.7870571937,-1.69 ," 1,663 ",,0,60," 99,780 "
3/12/2014,0,0,1,26,15,1.39,0,Fog-Snow,26,19,15,100,,0,0,-1, 0.32 , 0.40 ,-1.36 , 1.54 ,-2.00 ,-0.39 ,-1.30 ,,-3.78 ,0.2488733367,-3.53 ," 1,294 ",,0,60," 77,640 "
